"","X.x","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi","X.y","Q94_1","Q94_2","Q94_3","Q94_4","Q94_5","Q94_6","Q96_1","Q96_2","Q96_3","Q96_4","Q96_5","Q96_6","Q98_1","Q98_2","Q98_3","Q98_4","Q98_5","Q98_6","Q100_1","Q100_2","Q100_3","Q100_4","Q100_5","Q100_6","Q102_1","Q102_2","Q102_3","Q102_4","ego.careerval","ego.acadval","ego.gender","ego.race","Q3_9_TEXT","Q3_7_TEXT","ego.workhours","ego.studentorg","ego.belong","ego.age","ego.year","ext_reg","int_toknow","ext_iden","int_stim","amotiv","int_accomp","ext_intro","ego.genderbi","ego.racetri","mean.clo","mean.comm","mean.careerval","mean.acadval","mean.edu","alt.edudiverse","alt.type","alt.age","alt.agesd","alt.female","alt.male","alt.genratio","ego.ager","mean.eigen","dens","mean.deg","mean.bet","deg.centr","alter.aca.value.avg","alter.career.value.avg","density","gendersim","agediver","belong_cat","alter.same.gen","ego.gen.cen","alter.gen.cen"
"4372",6723,2614,"es",6,"",10,3,1,"",43,10,10,8,"",0,10,0,10,NA,0,10,0,9,10,10,0,7,10,10,8,0,10,2,0,0,6,0,10,1,0,0,10,6,0,0,6,6,6,0,0,6,6,3,1,5,0,0,0,0,261407,0,915,3,2,5,3,1,4,5,5,5,4,5,1,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,1,3,3,10,10,1,1,NA,NA,30,3,2,5,1,NA,NA,NA,NA,1,NA,NA,0,1,9.8,2.1,10,10,4.9,5,4,29.8,11.5643129209363,3,7,0.428571428571429,19,0.594413119701375,0.555555555555556,5,3.6,0.333333333333333,10,10,0.555555555555556,-0.4,2.92192809488736,0,"Yes",-0.0555040556199305,-0.408554286820205
"4373",6725,2617,"ez",6,"",10,1,1,"",19,10,10,7,"",10,8,8,9,0,7,10,8,8,10,10,7,4,10,10,0,0,0,10,10,10,6,0,2,10,10,10,10,6,0,0,10,10,10,10,10,8,0,0,10,10,10,10,10,10,261707,0,917,1,3,5,1,1,3,3,5,5,5,3,5,3,5,4,4,4,4,1,3,4,4,4,4,4,1,3,4,10,10,1,1,NA,NA,10,1,5,5,2,3.5,4,4.5,3,2,3,4,0,1,10,1.1,10,10,7,1,3,26.3,14.1739197119216,2,8,0.25,19,0.799239431101154,0.8,7.2,1.2,0.2,10,10,0.8,-0.6,1.96096404744368,1,"Yes",-0.0555040556199305,-0.408554286820205
"4374",6727,2619,"kr",3,"",10,2,1,"",21,8,8,7,"",NA,0,0,0,0,0,9,10,7,6,-2,-4,-2,0,-8,1,1,0,0,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261907,0,919,5,2,3,2,3,2,3,5,2,4,2,2,2,4,4,2,4,1,3,3,1,5,2,2,1,3,2,3,8,6,2,1,NA,NA,25,3,1,4,1,4.75,2,3.25,1.5,2.75,2.25,2.75,1,1,9.28571428571429,2.71428571428571,9.71428571428571,9.71428571428571,7.42857142857143,2,5,49.7142857142857,13.4872073426919,4,3,1.33333333333333,18,0.500322484378995,0.380952380952381,2.28571428571429,3,0.452380952380952,9.71428571428571,9.71428571428571,0.380952380952381,-0.142857142857143,2.8073549220576,0,"No",0.14449594438007,-0.408554286820205
"4375",6735,2638,"cg",6,"",10,1,1,"",18,8,9,4,"",7,0,0,0,0,4,4,-10,5,5,8,4,4,0,4,2,-6,3,1,6,10,0,-2,2,-1,4,8,10,3,-1,0,0,0,9,9,8,6,-1,-1,-1,0,6,10,5,7,263807,0,927,3,4,5,3,1,3,5,5,4,5,5,2,5,5,5,4,5,5,1,4,4,4,4,4,5,1,5,5,10,9,1,1,NA,NA,0,3,4,4,1,4.25,4,4.75,4.5,1.25,4.25,4.75,0,1,7.8,2.6,8,6.8,4.7,3,4,27,11.7473401244707,2,8,0.25,18,0.598366529912998,0.6,5.4,3.16666666666667,0.288888888888889,6.8,8,0.6,-0.6,2.32192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"4376",6737,2641,"grandma",6,"",4,6,2,"",76,1,-3,6,"",4,2,-6,7,8,2,-6,4,0,-2,1,-5,3,1,3,0,-2,3,-2,-4,4,4,-4,0,-4,-4,-1,-1,-4,-2,4,-5,-4,1,1,-6,4,-5,-6,2,2,-4,0,4,-4,264107,1,929,3,3,3,4,4,3,3,4,4,2,4,4,5,4,4,5,4,4,4,3,3,4,4,4,3,4,3,3,2,3,2,3,NA,NA,20,3,3,4,2,3.75,4,3.25,3.75,4,3.5,3.25,1,3,1.55555555555556,3.9,-0.2,-0.5,5.3,6,5,62.4285714285714,62.6414589625144,5,5,1,18,0.502226320310785,0.444444444444444,4,4.51166666666667,0.222222222222222,-0.5,-0.2,0.444444444444444,0,2.8073549220576,0,"Yes",0.14449594438007,0.591445713179795
"4377",6742,2652,"rt",4,"",10,3,1,"",45,10,10,3,"",10,10,10,6,6,10,10,6,7,9,7,6,5,0,1,10,7,8,3,8,8,10,10,7,8,9,5,10,7,10,6,4,4,10,5,5,10,8,10,5,5,5,5,4,2,265207,0,934,5,5,5,3,1,4,5,5,5,5,1,1,5,4,5,5,5,1,1,4,5,5,5,4,1,2,3,5,10,10,1,2,NA,NA,0,3,2,4,1,5,5,4.75,1.5,1.25,4,4.75,0,2,8.8,2.4,9.7,9.1,5.1,5,3,140,302.145292496471,4,6,0.666666666666667,18,0.804077117253833,0.977777777777778,8.8,1.225,0.0222222222222222,9.1,9.7,0.977777777777778,-0.2,3.12192809488736,0,"Yes",-0.0555040556199305,-0.408554286820205
"4378",6743,2653,"jp",3,"",10,4,2,"",28,10,10,5,"",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,265307,1,935,3,4,5,3,1,3,4,5,5,5,3,2,4,4,5,5,3,2,1,2,3,5,4,5,3,3,4,5,10,10,1,2,NA,NA,NA,3,3,4,1,4.5,4.5,4.5,2.75,1.75,3.25,4,0,2,7.6,2.3,10,10,6,4,4,34.3,13.0388308951037,5,5,1,18,0.774722038792782,0.6,2.4,1.6,0.4,10,10,0.6,0.2,2.32192809488736,0,"No",-0.0555040556199305,0.591445713179795
"4379",6745,2656,"j r",4,"",10,3,2,"",29,10,10,6,"",NA,10,10,10,10,10,9,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,10,0,0,0,0,10,10,10,10,10,10,10,10,0,265607,1,937,3,4,5,2,1,4,4,4,4,4,2,1,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,3,1,5,4,10,10,1,2,NA,NA,0,3,4,4,1,NA,NA,NA,2.25,NA,NA,NA,0,2,10,2.8,10,10,5.9,4,4,34.7,11.5667146973066,4,6,0.666666666666667,18,0.841141121999364,0.8,7.2,0.9,0.2,10,10,0.8,-0.2,3.32192809488736,1,"No",-0.0555040556199305,0.591445713179795
"4380",6751,2668,"friend 2",6,"",10,1,1,"",18,10,10,7,"",10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266807,0,943,5,5,5,5,1,NA,4,5,3,5,5,1,4,5,5,5,5,5,1,4,4,5,5,5,5,1,4,5,10,10,1,2,NA,NA,0,3,4,4,1,5,4.5,5,5,1,NA,4.5,0,2,10,1,10,10,5.375,5,4,24.25,19.3593831070547,0,8,0,18,0.714285714285714,0.523809523809524,3.14285714285714,0,0.142857142857143,10,10,0.523809523809524,-1,2.52164063634332,1,"Yes",-0.0555040556199305,-0.408554286820205
"4381",6755,2675,"bj",7,"",10,6,1,"",55,10,10,8,"",NA,10,10,0,10,10,0,0,0,0,7,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7,5,4,0,0,0,0,2,1,0,0,1,0,0,0,0,267507,0,947,2,3,5,1,1,2,4,4,2,4,1,1,3,3,3,4,2,3,1,4,4,4,5,4,3,4,4,3,8,1,2,1,NA,NA,28,3,4,5,2,3.25,3.5,3.75,2,1.75,3.25,3.5,1,1,7,2.7,6,5.4,6.4,6,4,40.7,15.2537791310146,6,4,1.5,19,0.402135468886505,0.311111111111111,2.8,6.8,0.133333333333333,5.4,6,0.311111111111111,-0.2,3.32192809488736,1,"No",0.14449594438007,-0.408554286820205
"4382",6757,2677,"jd",4,"",10,2,1,"",79,10,10,7,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,9,9,0,0,10,10,10,0,0,0,0,0,10,267707,0,949,3,1,1,1,5,1,1,1,1,1,3,5,5,5,5,5,5,5,1,5,5,5,5,5,4,1,5,5,10,10,1,1,NA,NA,20,1,5,5,2,3.5,3,3,3.25,3,4,4,0,1,10,1.8,10,10,5.9,5,5,42.3,24.463351274009,4,6,0.666666666666667,19,0.838944409606492,0.8,7.2,0.9,0.2,10,10,0.8,-0.2,2.64643934467102,1,"Yes",-0.0555040556199305,-0.408554286820205
"4383",6759,2681,"am",6,"",8,1,1,"",19,4,4,7,"",6,6,10,10,-10,-10,0,10,10,7,0,10,10,0,10,10,10,10,0,10,5,0,6,9,0,10,4,4,4,10,10,0,10,10,10,10,0,7,9,0,9,9,4,10,10,268107,0,951,2,3,2,3,2,3,1,2,3,2,2,2,2,3,2,1,2,1,1,3,3,1,3,1,1,2,2,2,10,10,1,1,NA,NA,0,1,4,5,2,1.75,2.5,1.75,1.75,1.75,2.5,2.25,0,1,9.6,1.2,9.4,9.4,6.8,3,4,28.6,15.2985111839174,2,8,0.25,19,0.778204707371295,0.755555555555556,6.8,1.45,0.133333333333333,9.4,9.4,0.755555555555556,-0.6,2.12192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"4384",6764,2690,"ma",8,"academic",10,3,1,"",30,10,10,8,"",9,8,8,3,-10,-7,6,1,3,0,4,1,0,0,10,0,0,0,0,10,10,2,1,0,0,3,3,-1,5,0,0,0,10,10,2,5,2,0,0,0,9,9,5,6,10,269007,0,956,2,4,5,3,1,5,4,5,5,5,3,1,5,5,4,4,5,3,1,5,4,4,4,4,3,1,5,4,10,10,1,1,NA,NA,10,1,4,4,1,3.75,4.25,4.75,3,1,5,4.25,0,1,8.2,2.1,9.3,8.3,5.3,4,4,27.2,15.3753048750261,2,8,0.25,18,0.590356400818011,0.6,5.4,6.6,0.288888888888889,8.3,9.3,0.6,-0.6,2.16096404744368,1,"Yes",-0.0555040556199305,-0.408554286820205
"4385",6767,2694,"ja",8,"academic",10,2,2,"",24,10,10,8,"",4,0,0,2,0,0,6,0,0,8,0,0,0,6,8,0,0,1,0,0,0,4,0,0,1,10,1,0,0,0,1,0,0,0,1,0,3,0,0,1,10,0,0,10,0,269407,1,959,5,2,4,2,1,2,4,5,2,5,1,1,2,5,5,3,5,1,1,2,4,5,2,5,1,1,3,5,10,10,1,1,NA,NA,23,1,4,4,1,5,2.25,4.75,1.25,1,2.25,4.5,0,1,9.3,2.2,9.2,9,6.2,3,4,31.4,18.5004504449666,7,3,2.33333333333333,18,0.407139411773109,0.377777777777778,3.4,1.91666666666667,0.177777777777778,9,9.2,0.377777777777778,0.4,2.84643934467102,1,"No",-0.0555040556199305,0.591445713179795
"4386",6775,2709,"db",8,"academic",10,4,2,"",35,8,10,8,"",9,3,10,10,8,3,0,8,6,1,9,9,8,10,10,9,4,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270907,1,967,3,3,5,5,2,3,3,5,2,5,1,1,3,4,4,5,5,2,1,4,4,5,5,4,3,1,5,5,9,9,1,9,NA,NA,24,1,4,5,2,4.25,3.75,4.75,2.75,1.25,3.75,4,0,3,9.85714285714286,2.14285714285714,9.14285714285714,8.57142857142857,6.57142857142857,4,6,32.5714285714286,9.07114735222145,5,2,2.5,19,0.807339962602822,0.809523809523809,4.85714285714286,1,0.19047619047619,8.57142857142857,9.14285714285714,0.80952380952381,0.428571428571429,2.23592635062903,1,"No",-0.0555040556199305,0.591445713179795
"4387",6781,1007,"kb",6,"",5,1,1,"",19,8,10,10,"in college ",NA,10,8,4,3,3,10,4,4,3,9,2,2,6,10,10,-1,10,10,10,0,9,3,3,10,10,3,10,10,4,10,10,10,0,4,-10,10,0,0,6,7,-10,0,4,0,100708,0,5,3,4,5,3,1,2,5,5,5,5,3,1,5,5,5,4,5,2,1,5,5,4,4,5,4,1,4,5,10,10,1,2,NA,NA,12,3,4,NA,NA,4.25,4.25,5,3,1,4,5,0,2,8.7,1.6,9.2,7.7,8,3,4,29.3,14.682188755995,3,7,0.428571428571429,NA,0.717704427253378,0.777777777777778,7,2.48333333333333,0.222222222222222,7.7,9.2,0.777777777777778,-0.4,2.64643934467102,1,"Yes",-0.0555040556199305,-0.408554286820205
"4388",6788,1019,"gs",6,"",10,1,1,"",19,10,10,5,"",10,10,10,10,4,1,10,10,10,7,7,2,1,-4,10,10,10,10,10,10,10,10,0,0,5,0,0,0,10,3,1,-1,2,1,1,1,6,1,0,1,2,2,2,2,1,101908,0,12,3,3,2,2,2,3,3,2,2,2,2,2,3,2,2,3,3,4,2,2,3,2,2,3,3,2,2,3,10,10,1,2,NA,NA,0,3,5,NA,NA,2.25,2.5,2.5,2.75,2,2.5,2.75,0,2,8.5,1.9,7.3,5.8,6.7,5,6,28.5,13.3354165039317,4,5,0.8,NA,0.635890297098423,0.822222222222222,7.4,3.41666666666667,0.177777777777778,5.8,7.3,0.822222222222222,0,3.32192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"4389",6794,1029,"kv",6,"",8,1,1,"",18,10,10,5,"",10,8,10,10,10,7,8,8,8,8,10,10,8,10,10,10,10,8,10,8,10,10,10,8,10,10,7,10,10,10,8,10,10,10,10,8,0,0,0,0,0,0,0,10,0,102908,0,18,3,3,4,3,2,3,2,3,3,4,2,1,3,3,3,3,3,3,1,4,2,4,3,3,3,1,4,4,10,10,1,2,NA,NA,0,1,2,NA,NA,3.25,3,3.5,2.75,1.25,3.5,2.75,0,2,9.7,1.6,10,10,6.6,3,6,37.125,17.1417410350958,2,8,0.25,NA,0.872112091433492,0.822222222222222,7.4,0.8,0.177777777777778,10,10,0.822222222222222,-0.6,2.5,0,"Yes",-0.0555040556199305,-0.408554286820205
"4390",6802,1041,"jm",6,"",6,4,2,"",22,10,10,8,"",10,10,10,10,8,8,10,8,10,10,7,10,10,5,5,7,10,10,6,6,10,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,10,104108,1,26,4,3,4,1,2,4,4,4,3,4,1,2,4,4,4,3,4,1,1,4,4,4,3,5,1,2,4,4,10,5,2,1,NA,NA,20,1,4,NA,NA,4,3,4.25,1,1.75,4,4,1,1,9.4,2.4,7.3,6.8,6,5,5,144.9,300.824588977253,6,4,1.5,NA,0.668461194225408,0.6,5.4,2.15,0.4,6.8,7.3,0.6,-0.2,3.12192809488736,1,"Yes",0.14449594438007,0.591445713179795
"4391",6803,1043,"rh",8,"academic",9,2,2,"",45,10,10,7,"",NA,10,10,10,10,10,0,0,8,0,4,10,9,9,0,8,10,4,4,0,10,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,10,10,3,1,0,7,8,0,0,104308,1,27,2,1,2,1,3,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,6,6,1,1,NA,NA,10,3,3,NA,NA,2,1,2,1,2,1,1,0,1,9.3,2.3,9,8.8,6.6,2,4,46.1,17.8478134359491,4,6,0.666666666666667,NA,0.681083564050438,0.511111111111111,4.6,2.8,0.488888888888889,8.8,9,0.511111111111111,-0.2,2.44643934467102,0,"No",-0.0555040556199305,0.591445713179795
"4392",6804,1045,"tb",4,"",9,3,2,"",41,8,10,6,"",1,1,0,2,0,0,6,0,0,1,9,0,0,0,0,2,7,0,0,0,0,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104508,1,28,2,4,4,4,1,2,3,3,5,4,1,1,3,2,4,3,4,4,1,3,3,2,3,3,3,1,3,4,8,9,2,2,NA,NA,0,3,4,NA,NA,2.75,3.75,3.75,3,1,2.75,3,1,2,9,2.875,9.5,8.375,6.125,3,5,35.875,4.91172067609712,4,4,1,NA,0.404665545276465,0.321428571428571,2.25,3.25,0.678571428571429,8.375,9.5,0.321428571428571,0,2.5,1,"Yes",0.14449594438007,0.591445713179795
"4393",6805,1046,"sh",6,"",10,1,1,"",19,10,10,4,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104608,0,29,1,4,5,4,1,3,4,5,4,5,3,1,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,10,10,1,1,NA,NA,25,3,4,NA,NA,3.5,4,4.5,3.75,1,3.75,4,0,1,10,1.375,10,10,4.375,2,5,27.125,13.5797906569179,2,6,0.333333333333333,NA,0.993865727513227,1,7,0,0,10,10,1,-0.5,2.15563906222957,1,"Yes",-0.0555040556199305,-0.408554286820205
"4394",6807,1051,"mb",4,"",7,2,1,"",59,10,10,7,"",10,10,10,0,0,0,10,0,0,0,10,10,10,0,10,NA,NA,-10,0,0,0,NA,NA,NA,0,0,-3,0,NA,NA,NA,0,0,-1,0,10,0,0,0,0,0,0,0,0,0,105108,0,31,2,3,5,2,1,3,3,5,1,1,1,1,1,1,1,4,1,1,1,1,2,3,3,1,1,1,1,1,10,10,2,1,NA,NA,0,1,5,NA,NA,2.75,2.75,2,1.25,1,1.5,1.75,1,1,8.3,2.9,9,7,6.6,5,5,50.6,22.819095317543,3,7,0.428571428571429,NA,0.617629182298068,0.428571428571429,2.57142857142857,0.285714285714286,0.238095238095238,7.14285714285714,8.57142857142857,0.428571428571429,0.142857142857143,2.52164063634332,1,"No",0.14449594438007,-0.408554286820205
"4395",6811,1056,"mt",8,"academic",9,6,1,"",40,10,10,7,"",NA,5,8,0,0,0,1,0,0,0,10,8,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,10,10,5,0,0,0,0,0,10,10,0,0,0,0,0,0,0,105608,0,35,5,3,4,2,1,4,5,5,5,4,2,1,3,4,5,3,4,2,1,2,2,5,4,3,2,2,3,4,10,7,1,1,NA,NA,16,1,4,NA,NA,5,3.75,3.75,2,1.25,3,3.75,0,1,8.5,3,9.3,8.4,6.4,5,4,39.6,13.2346346967174,1,9,0.111111111111111,NA,0.575525947758085,0.333333333333333,2.66666666666667,1.75925925925926,0.291666666666667,8.22222222222222,9.22222222222222,0.333333333333333,-0.777777777777778,2.94770277922009,1,"Yes",-0.0555040556199305,-0.408554286820205
"4396",6812,1058,"bl",1,"",9,1,2,"",49,10,10,4,"",8,0,0,6,0,5,0,0,0,0,-4,-4,4,8,0,7,7,0,6,0,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,105808,1,36,4,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,4,1,5,5,5,5,5,5,1,5,5,10,10,1,1,NA,NA,10,1,5,NA,NA,4.75,5,5,4.75,1,5,5,0,1,7.1,3.1,9.3,9.1,6.1,4,3,31.6,10.7103273111101,4,6,0.666666666666667,NA,0.60511922317608,0.464285714285714,3.25,2.5,0.25,9.375,9.375,0.464285714285714,-0.25,2.75,1,"No",-0.0555040556199305,0.591445713179795
"4397",6813,1060,"ch",3,"",10,2,1,"",17,10,10,3,"",10,10,10,10,10,10,10,10,10,10,8,8,8,8,10,0,0,0,0,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,0,0,0,0,10,0,10,0,0,106008,0,37,5,3,5,3,2,4,5,5,1,5,1,1,5,4,5,3,5,1,1,4,4,5,3,5,2,1,5,5,10,10,1,1,NA,NA,11,1,5,NA,NA,5,2.5,5,1.75,1.25,4.5,4.5,0,1,10,2,9.6,9.5,5.5,4,4,33.7,15.2100113229558,2,8,0.25,NA,0.78542351718273,0.688888888888889,6.2,1.4,0.311111111111111,9.5,9.6,0.688888888888889,-0.6,2.64643934467102,1,"Yes",-0.0555040556199305,-0.408554286820205
"4398",6815,1062,"ah",6,"",10,1,1,"",18,10,10,5,"",10,8,9,10,10,10,4,-4,3,-10,10,10,10,10,-3,10,10,10,10,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,10,10,106208,0,39,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,1,1,NA,NA,20,1,5,NA,NA,5,5,5,5,5,5,5,0,1,8.4,2.3,9,9,5.9,5,4,132.7,304.978341671813,4,5,0.8,NA,0.608917373666221,0.466666666666667,4.2,4,0.311111111111111,9,9,0.466666666666667,0,2.64643934467102,1,"Yes",-0.0555040556199305,-0.408554286820205
"4399",6818,1065,"jm",6,"",10,1,2,"",21,-6,10,4,"",NA,7,7,9,9,10,6,6,4,4,10,10,0,0,1,10,10,3,10,0,0,5,5,5,4,-5,0,8,3,3,5,4,0,0,7,10,10,10,6,4,0,9,8,7,10,106508,1,42,5,2,4,2,5,1,4,5,3,5,2,5,2,4,5,4,5,2,2,3,5,5,3,2,1,1,2,4,8,2,2,1,NA,NA,30,3,4,NA,NA,5,3,4,1.75,3.25,2,4.25,1,1,9.7,2.5,8.7,4.3,5.9,4,4,32.8,18.10954321775,6,4,1.5,NA,0.774903527806186,0.777777777777778,7,2.28333333333333,0.111111111111111,4.3,8.7,0.777777777777778,-0.2,2.37095059445467,1,"Yes",0.14449594438007,0.591445713179795
"4400",6822,1071,"pr",4,"",10,4,2,"",23,10,10,7,"",10,10,10,10,10,10,0,0,0,0,4,3,0,0,0,10,10,10,10,0,0,10,10,10,10,0,0,10,10,9,10,9,0,0,10,10,9,8,8,8,0,0,10,10,10,107108,1,46,4,4,5,2,1,2,3,5,2,5,1,1,4,5,5,5,5,1,1,5,5,5,5,5,2,1,5,5,10,10,1,5,NA,NA,0,1,5,NA,NA,4.75,4,5,1.5,1,4,4.5,0,3,9.5,3,10,10,7.8,4,5,40.5555555555556,18.6152565864072,4,6,0.666666666666667,NA,0.876791638353123,0.833333333333333,6.66666666666667,0.777777777777778,0.166666666666667,10,10,0.833333333333333,-0.111111111111111,2.72548055699787,1,"No",-0.0555040556199305,0.591445713179795
"4401",6823,1073,"rt",4,"",10,2,1,"",28,10,10,5,"",NA,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,10,10,10,10,10,10,10,10,10,10,10,9,8,9,9,9,9,10,9,10,107308,0,47,2,3,5,4,1,2,1,5,3,5,1,1,5,5,5,2,5,2,1,3,5,5,5,5,2,1,5,5,10,10,1,2,NA,NA,0,3,5,NA,NA,4.25,3.25,5,2.25,1,3.75,4,0,2,10,1.5,9.9,9.8,4.7,5,3,46,20.4015249974658,4,6,0.666666666666667,NA,0.944858954829739,0.955555555555555,8.6,0.2,0.0444444444444444,9.8,9.9,0.955555555555556,-0.2,3.12192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"4402",6832,1087,"jd",3,"",10,3,2,"",29,6,6,7,"",NA,10,10,6,6,4,8,8,3,8,2,2,0,10,8,5,5,2,5,8,-2,10,10,10,3,2,0,1,6,6,4,9,8,7,8,1,7,7,2,6,4,1,5,1,8,108708,1,56,5,3,5,3,1,4,5,5,3,5,2,1,4,5,5,4,3,1,1,4,5,5,3,5,3,1,4,5,10,10,2,1,NA,NA,20,3,5,NA,NA,5,3.25,4.5,2.25,1,4,5,1,1,8.7,1.8,8.2,7.9,5.3,5,5,33.3,22.5883450773476,6,4,1.5,NA,0.850970710902039,0.911111111111111,8.2,4.83333333333333,0.0888888888888889,7.9,8.2,0.911111111111111,-0.2,1.57095059445467,1,"Yes",0.14449594438007,0.591445713179795
"4403",6837,1094,"bd",6,"",10,1,2,"",23,10,10,5,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,109408,1,61,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,6,NA,NA,0,3,4,NA,NA,3,3,3,3,3,3,3,1,3,10,1.5,10,10,5.2,4,3,28.7,12.8931506364167,6,4,1.5,NA,0.981507290636732,0.977777777777778,8.8,0.1,0.0222222222222222,10,10,0.977777777777778,-0.2,1.96096404744368,1,"Yes",0.14449594438007,0.591445713179795
"4404",6841,1100,"am",3,"",8,1,1,"",25,9,10,7,"",-1,4,7,0,7,7,0,0,0,0,6,6,0,5,0,6,5,7,3,0,0,7,8,7,2,0,0,6,8,7,6,0,0,0,7,7,6,8,10,0,0,0,8,8,3,110008,0,65,4,5,5,4,2,4,4,5,4,5,2,3,4,2,5,5,4,1,1,2,4,5,5,5,4,1,3,4,10,9,1,1,NA,NA,40,1,5,NA,NA,4.75,4.75,4.75,2.75,1.75,3.25,3.5,0,1,7.4,2.4,7.8,7.6,5.6,3,5,44.8,23.7524267766007,3,7,0.428571428571429,NA,0.797228814118933,0.75,6,1.22222222222222,0.125,7.66666666666667,7.77777777777778,0.75,-0.333333333333333,2.72548055699787,1,"Yes",-0.0555040556199305,-0.408554286820205
"4405",6845,1107,"lt",4,"",10,4,2,"",32,10,10,7,"",-10,0,0,0,0,10,10,0,0,0,8,5,6,4,0,2,5,0,0,0,0,3,4,0,-1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110708,1,69,5,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,1,5,NA,NA,20,3,3,NA,NA,4,3.5,4,4,4,3.5,3.5,0,3,8.2,3.3,10,10,5.8,4,4,25.9,9.80306074652198,4,6,0.666666666666667,NA,0.733676718234556,0.392857142857143,2.75,3.1875,0.178571428571429,10,10,0.392857142857143,-0.25,2.25,0,"No",-0.0555040556199305,0.591445713179795
"4406",6848,1118,"jm",8,"academic",6,2,2,"",38,10,7,9,"",-3,-4,10,0,0,0,-2,6,8,0,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,6,0,0,0,0,0,111808,1,72,5,5,5,3,1,2,4,5,3,5,4,1,2,2,3,5,5,3,1,2,2,5,5,5,1,1,2,3,7,5,2,1,NA,NA,20,1,5,NA,NA,4.5,4.5,5,2.75,1,2,2.75,1,1,7.6,3.1,8.9,9.1,7.3,4,3,133.4,304.387983410062,7,3,2.33333333333333,NA,0.454635673899425,0.25,2,2.38888888888889,0.25,9,8.77777777777778,0.25,-0.555555555555556,2.94770277922009,1,"Yes",0.14449594438007,0.591445713179795
